id;country;description;developed;name;parent;published;start_date
25;840;;{3, 41, 42, 8201, 25358, 5622, 8287};Ion Storm;;;1996-11-15 00:00:00
26;392;Square Enix develops, publishes, distributes and licenses Square Enix, Eidos and Taito branded entertainment content in Europe and other PAL territories as part of the Square Enix group of companies. Square Enix also has a global network of leading development studios such as Crystal Dynamics and Eidos Montréal.    The Square Enix group of companies boasts a valuable portfolio of intellectual property including: Final Fantasy, which has sold over 130 million units worldwide  Dragon Quest, which has sold over 71 million units worldwide  Tomb Raider, which has sold over 58 million units worldwide  and the legendary Space Invaders.;{24069, 16398, 15384, 6172, 44083, 11316, 69180, 37441, 44101, 27720, 115277, 10319, 27737, 4700, 119391, 9326, 21628, 108156, 25739, 14988, 26765, 76430, 111757, 74384, 10385, 18068, 18069, 18070, 115861, 1181, 7841, 16047, 20655, 95923, 68287, 1219, 1223, 1225, 122572, 28365, 109275, 109276, 7400, 68330, 81143, 115448, 55034, 55035, 119057, 27410, 21779, 54548, 1813, 24854, 54550, 9498, 1819, 1820, 1821, 68382, 112412, 27939, 55092, 11256, 1343, 14144, 20288, 31559, 37193, 27979, 24400, 36689, 24403, 24404, 28002, 24931, 9585, 2933, 384, 76163, 389, 391, 7047, 14729, 394, 395, 397, 36752, 401, 402, 403, 2449, 405, 3988, 11667, 408, 409, 410, 3989, 16284, 19865, 109461, 24479, 416, 11169, 109465, 419, 425, 426, 37291, 23981, 5550, 119215, 77234, 90563, 77766, 11214, 89556, 115670, 19930, 1503, 1506, 80877, 44529, 110069, 14840, 110075};Square Enix;;{110592, 1, 2, 3, 4, 20484, 8198, 8199, 26625, 8201, 26642, 49173, 18454, 4122, 6172, 41, 43, 6187, 116800, 10319, 16474, 86108, 57443, 45158, 120, 6268, 6269, 30847, 36996, 26765, 2192, 10385, 26771, 24728, 20655, 71885, 76160, 84174, 75986, 4309, 76163, 37087, 22756, 112885, 110844, 20749, 119054, 119055, 119057, 8469, 24854, 8471, 8470, 2353, 26929, 24890, 39228, 6468, 26950, 37193, 29004, 24931, 8549, 359, 2407, 2408, 24946, 22904, 22909, 76158, 383, 384, 8576, 386, 14723, 387, 388, 389, 391, 392, 14729, 393, 394, 395, 397, 398, 67979, 2448, 401, 402, 403, 2449, 405, 10644, 8600, 409, 410, 411, 8601, 413, 414, 415, 416, 417, 419, 421, 425, 426, 427, 428, 18861, 37291, 119215, 111024, 111025, 6579, 14774, 90563, 6630, 488, 23016, 25078, 115200, 27148, 530, 117274, 545, 21054, 37441, 27209, 119372, 115277, 4686, 119374, 115280, 80468, 4700, 119391, 78449, 78450, 19071, 19072, 25219, 21126, 14989, 14990, 21133, 74384, 76430, 6806, 21154, 74420, 68287, 113345, 31430, 62151, 19160, 23257, 27354, 109275, 109276, 109282, 68330, 8941, 117492, 6902, 109303, 21240, 21241, 115448, 769, 47873, 25358, 27410, 117525, 68375, 113432, 68382, 23331, 107322, 84796, 31559, 90953, 115532, 21336, 121689, 103261, 41830, 873, 7019, 41839, 103283, 2933, 19317, 121717, 41848, 103294, 41856, 4994, 19334, 7047, 25483, 91021, 91022, 91023, 91024, 37777, 91025, 103313, 11157, 9110, 109461, 109465, 7072, 11169, 68534, 23487, 11208, 11212, 11213, 11214, 7120, 66513, 52181, 115670, 7136, 113632, 80877, 70641, 21495, 11256, 9214, 19455, 9227, 3089, 117778, 7192, 15384, 109592, 109593, 19488, 7201, 44073, 11310, 11311, 11312, 11313, 11314, 44083, 11316, 17460, 17463, 44101, 27720, 21580, 21587, 27737, 9309, 1122, 66660, 3182, 9326, 91247, 3188, 21628, 1160, 3211, 1164, 25739, 111757, 19600, 19601, 17555, 115861, 7323, 1181, 7325, 7356, 7359, 1219, 1220, 1221, 1223, 1224, 1225, 1226, 81104, 81105, 81106, 111824, 21727, 7398, 7399, 7400, 1267, 7413, 21750, 27916, 21779, 54548, 54550, 9498, 72987, 21789, 27939, 81206, 9533, 1343, 1346, 7491, 113987, 113988, 11592, 27979, 47488, 1360, 1361, 3412, 11610, 19803, 15709, 60767, 28002, 23913, 9585, 11635, 21880, 1418, 21899, 1419, 19855, 11663, 11667, 19865, 122266, 23981, 5550, 7599, 77234, 5567, 85446, 24010, 122319, 89556, 5591, 1502, 1503, 1506, 1507, 1508, 28131, 120295, 3568, 44529, 5622, 24057, 46586, 5627, 110075, 19965, 24069, 81417, 9740, 11793, 28180, 106012, 15913, 5679, 1585, 1586, 3639, 69180, 38492, 53243, 1646, 1648, 20084, 97908, 18043, 108156, 1661, 85643, 18068, 18069, 18070, 18071, 85653, 89749, 7841, 102058, 95923, 36534, 93898, 122572, 28365, 93903, 93904, 93914, 93915, 24288, 26341, 9971, 55034, 55035, 20228, 1810, 1811, 1812, 1813, 1815, 1816, 1817, 1818, 1819, 1820, 1821, 1822, 30494, 1824, 1825, 112412, 67364, 50996, 55092, 20284, 20285, 116540, 20287, 14144, 20288, 14159, 24400, 36689, 24403, 24404, 24405, 24407, 5988, 18311, 94087, 96139, 18317, 36752, 24465, 24479, 75680, 75681, 20398, 6073, 1982, 77766, 36831, 22505, 8173, 38896, 38897, 51192, 8187};2003-04-01 00:00:00
27;124;;{115200, 116800, 113987, 4, 113988, 43, 9740, 118891, 75568, 24465, 37777, 75569, 47412, 117274, 46713, 9498, 110844, 9533};Eidos Montréal;4940;;2007-03-30 00:00:00
28;840;Bethesda Softworks LLC is an American video game publisher based in Rockville, Maryland. The company was founded by Christopher Weaver in 1986 as a division of Media Technology Limited, and in 1999 became a subsidiary of ZeniMax Media. In its first fifteen years, it was a video game developer and self-published its titles. In 2001, Bethesda spun off its own in-house development team into Bethesda Game Studios, and Bethesda Softworks became a publisher only. It currently also publishes games by ZeniMax Online Studios, id Software, Arkane Studios, MachineGames, Tango Gameworks and BattleCry Studios.;{8416, 2404, 7688, 4523, 19532, 113996, 52, 53, 54, 55, 8411, 8412, 8413, 8414, 22431};Bethesda Softworks LLC;245;{19457, 7688, 107018, 119308, 525, 119309, 15, 16, 533, 7193, 7210, 52, 53, 54, 55, 56, 57, 58, 59, 564, 1081, 5177, 10299, 10304, 4672, 4673, 10300, 10301, 10302, 10303, 10305, 10306, 5193, 10307, 19530, 19531, 75844, 19534, 75846, 75847, 21590, 21592, 36952, 5724, 103020, 18031, 41590, 41607, 76423, 15498, 75843, 75845, 673, 37030, 37033, 37034, 4786, 96437, 7351, 111297, 27844, 27845, 24775, 24784, 8411, 8412, 8413, 8414, 8416, 8417, 8418, 37088, 14568, 14569, 14571, 14572, 27922, 7959, 284, 4394, 312, 6968, 95058, 2394, 101211, 5982, 5472, 81249, 356, 2404, 122725, 11118, 11119, 11120, 2932, 894, 20863, 103298, 21892, 44933, 103301, 3471, 2964, 27030, 9630, 2992, 6068, 6069, 23477, 76217, 25532, 113598, 36813, 10192, 20945, 472, 9183, 53731, 9192, 2031, 3057, 502, 505, 509};1986-12-31 00:00:00
29;840;;{59587, 59848, 59849, 43853, 86868, 88952};Rockstar Games;139;{1920, 27912, 6030, 6161, 18, 19, 3479, 3735, 4631, 7071, 2720, 22816, 47398, 5928, 8235, 22957, 6574, 114990, 1969, 434, 819, 1971, 1972, 13233, 4153, 4154, 4155, 3262, 3263, 960, 3265, 3266, 3270, 59848, 59849, 43853, 93901, 18383, 18384, 18385, 980, 730, 731, 732, 733, 5850, 7003, 43356, 43357, 3174, 109, 2413, 2541, 6509, 119155, 25076, 10615, 1020};
30;36;;{9587, 109, 47398, 1943};Team Bondi;;{9587};2003-12-31 00:00:00
32;840;;{1924, 1925, 1926, 1929, 9737, 7693, 7567, 28, 30, 31, 21920, 2223, 2479, 309, 2238, 18757, 21959, 24392, 7501, 23885, 8656, 23890, 852, 117885, 2521, 2906, 7514, 2908, 861, 221, 12121, 2912, 1250, 1251, 1252, 1893, 1894, 1895, 744, 1896, 7528, 7654, 12008, 110, 892, 893};Sierra On-Line;147;{12294, 9737, 7693, 7696, 7697, 28, 30, 31, 69664, 65578, 9262, 9263, 13875, 8786, 14419, 12384, 110, 117885, 6795, 71826, 4243, 2205, 2211, 2223, 2226, 2238, 51397, 19670, 221, 1250, 1251, 1252, 744, 12008, 7414, 80152, 802, 37155, 2868, 5428, 830, 831, 24392, 69960, 7501, 23885, 23890, 852, 12121, 2906, 7514, 2908, 861, 23902, 2912, 1893, 1894, 1895, 1896, 1897, 2409, 7528, 881, 24951, 892, 893, 1924, 1925, 1926, 1929, 1930, 1931, 1934, 7567, 21920, 2479, 21959, 23497, 8656, 2521, 11228, 11229, 50149, 7654, 8175};1979-01-01 00:00:00
36;752;Frictional Games AB is an independent Swedish video game developer based in Helsingborg, founded on 1 January 2007 by Thomas Grip and Jens Nilsson. The company specializes in the development of survival horror video games, and is best known for its titles like Amnesia: The Dark Descent, Penumbra and Soma. Developers of Frictional Games keep updated their personal blog, called In The Games Of Madness, where they talk about life in Frictional, developers bio and how a videogame is build up, analyzing the particularly gameplay settings of the most famous game.;{27840, 15534, 111, 8944, 8945, 25082, 2045, 9727};Frictional Games;;{27840, 15534, 111, 25082, 1882, 9727};2006-12-31 00:00:00
37;392;Capcom Co., Ltd. is a Japanese video game developer and publisher known for creating numerous multi-million selling game franchises, including Street Fighter, Mega Man, Resident Evil, Devil May Cry, Ace Attorney, Monster Hunter, Dead Rising, Breath of Fire, as well as games based on the Disney animated properties.;{40965, 2066, 4135, 22568, 8244, 8245, 8246, 8247, 6200, 8248, 8254, 36926, 8258, 112, 134, 135, 136, 45196, 63628, 45198, 65676, 26773, 63644, 75962, 75963, 43196, 75965, 75964, 6337, 18626, 2264, 110809, 2271, 6379, 6380, 6381, 12530, 243, 53505, 4355, 8452, 20747, 26901, 24869, 6440, 26924, 43311, 4407, 61752, 102722, 20803, 78161, 6487, 14679, 14680, 6490, 37211, 65896, 26985, 39283, 6518, 10614, 6526, 20878, 39313, 4504, 27040, 424, 2473, 74155, 115115, 53678, 6592, 90566, 22993, 76243, 76244, 6621, 76253, 39407, 496, 497, 6656, 6671, 68126, 6702, 6703, 6704, 6708, 6709, 6710, 12864, 68160, 39496, 66122, 66123, 14929, 78461, 78462, 78463, 78464, 6792, 12937, 6794, 43668, 6807, 74394, 6814, 6816, 6817, 6823, 74421, 113344, 23251, 6895, 27395, 6930, 6933, 39704, 39705, 107292, 45854, 78626, 13095, 13096, 78633, 13106, 6969, 6980, 6981, 847, 78677, 2904, 880, 72563, 884, 72578, 109456, 7075, 76723, 89016, 966, 967, 9160, 969, 973, 975, 976, 977, 978, 3027, 1032, 1035, 1041, 25623, 9242, 21533, 5150, 7198, 42033, 39993, 1082, 40010, 72783, 19562, 21610, 3186, 124033, 27791, 122048, 5316, 99534, 48335, 9426, 21724, 11486, 19686, 27890, 5368, 1280, 40195, 54535, 1288, 25886, 7455, 19754, 19768, 116026, 116027, 116028, 116029, 1348, 3398, 1357, 11617, 23907, 19821, 13679, 77175, 1402, 1426, 1427, 1428, 1429, 1430, 1431, 1432, 38297, 50654, 75236, 11757, 11758, 42489, 105979, 118273, 9755, 22049, 5668, 20011, 7725, 20013, 20022, 26197, 63065, 13931, 75374, 1655, 1656, 1657, 1658, 1663, 1664, 18049, 18055, 18067, 1714, 1715, 1716, 1717, 1719, 1721, 75449, 102075, 1723, 1724, 1725, 1726, 3773, 11966, 1729, 1730, 1739, 1740, 1741, 1742, 1743, 1744, 1746, 1749, 1750, 5845, 1756, 1759, 5856, 46815, 1762, 46822, 1767, 1771, 1774, 1781, 1782, 1783, 1784, 1785, 1786, 1787, 18181, 3846, 42759, 16141, 26384, 24347, 5923, 112425, 3885, 12077, 24369, 3936, 1913, 1915, 3964, 55163, 3968, 16300, 75696, 1969, 75697, 6075, 6076, 6077, 6078, 8130, 42976, 8163, 96248, 96252, 96254};Capcom;;{40965, 2066, 6163, 46815, 6174, 6178, 4132, 4135, 6184, 22568, 12331, 12332, 8237, 8244, 8245, 8246, 8247, 6200, 8248, 10296, 8254, 36926, 20545, 8258, 6218, 6236, 12381, 20586, 112, 4220, 132, 133, 134, 135, 136, 4229, 4230, 4231, 39048, 6285, 4238, 8333, 45196, 45198, 63628, 65676, 26773, 39063, 63644, 6317, 78003, 75962, 75964, 75965, 6337, 12481, 18626, 14536, 12495, 86226, 121045, 2264, 110809, 37082, 2268, 2269, 2271, 2275, 16618, 6379, 6380, 6381, 78060, 8432, 12530, 243, 20734, 53505, 4355, 4356, 8452, 20747, 2317, 14605, 4367, 80151, 24869, 6440, 26924, 78130, 78133, 61752, 102722, 20803, 78161, 6487, 6488, 14679, 6490, 14680, 37211, 57693, 8547, 65896, 26985, 39283, 115060, 121204, 6518, 10614, 6526, 18821, 20869, 4487, 27018, 27019, 39306, 20878, 4504, 27040, 424, 2473, 74155, 115115, 53678, 43441, 25022, 90566, 123337, 22993, 76243, 76244, 6621, 76253, 12782, 39407, 496, 497, 6656, 6671, 23066, 23072, 549, 551, 6702, 6703, 6704, 12849, 6708, 6709, 6710, 12860, 6719, 12864, 39496, 66122, 66123, 21068, 84559, 602, 8803, 84600, 43642, 78461, 78462, 78463, 78464, 6792, 12937, 6794, 43668, 6807, 74394, 6814, 6816, 6817, 84640, 6823, 23215, 74421, 4797, 4798, 113344, 23251, 75449, 37589, 107221, 6895, 6901, 6914, 27395, 15108, 45829, 6930, 6933, 5856, 39704, 39705, 107292, 45854, 78626, 78629, 78630, 13095, 13096, 78633, 4907, 13106, 13107, 6969, 70462, 6980, 6981, 847, 23377, 2904, 21346, 2917, 880, 72563, 884, 41858, 9948, 72578, 41862, 109456, 5067, 5022, 7075, 7080, 76723, 966, 967, 9160, 968, 969, 970, 971, 972, 973, 974, 975, 976, 977, 978, 3027, 52173, 84972, 39958, 25623, 9242, 21533, 5150, 7198, 42033, 39993, 1082, 21567, 21568, 19521, 9290, 40010, 5206, 19562, 21610, 21611, 3186, 3199, 124033, 27791, 5265, 3219, 19612, 19647, 122048, 5316, 99534, 48335, 117967, 9426, 5333, 27861, 25817, 21724, 11486, 1254, 19686, 27890, 1271, 5368, 122108, 1280, 40195, 54535, 1288, 5384, 24275, 79129, 5404, 25886, 7455, 85280, 85281, 85282, 19754, 11566, 27955, 87782, 116026, 116027, 116028, 116029, 1348, 3398, 40262, 1357, 7505, 68950, 11617, 23907, 58727, 19821, 13679, 5495, 77175, 54649, 1414, 1415, 50566, 1426, 1427, 1428, 1429, 1430, 1431, 1432, 38297, 62876, 19874, 19886, 50607, 1458, 60852, 19900, 38338, 9692, 50654, 75236, 11757, 11758, 11759, 15856, 15858, 42489, 85499, 105979, 118273, 9755, 102075, 5668, 22054, 20011, 7725, 20013, 20022, 26197, 63065, 20065, 67173, 7786, 52845, 75374, 85616, 5745, 1655, 1656, 1657, 1658, 1659, 1660, 1663, 1664, 18049, 20095, 5766, 18056, 1674, 65178, 24223, 28323, 5808, 3761, 1714, 1715, 1716, 1717, 1718, 5813, 1720, 1721, 1722, 1723, 1724, 1725, 1726, 1727, 1728, 1729, 1730, 11966, 1732, 1733, 1734, 1735, 1736, 1737, 1739, 1740, 1741, 1742, 1743, 1744, 1745, 1746, 3791, 1748, 5845, 1749, 1750, 1751, 1752, 1753, 1754, 1755, 1756, 1757, 1758, 1759, 1760, 1761, 1762, 1763, 1764, 1765, 1766, 1767, 1769, 46822, 1771, 1772, 22252, 1774, 1775, 1776, 1777, 1778, 1779, 1780, 1781, 1782, 1783, 1784, 1785, 1786, 1787, 75515, 55037, 18181, 3846, 42759, 24328, 16141, 26384, 55060, 24347, 12060, 22300, 1827, 5923, 5924, 24355, 112425, 3885, 12077, 24369, 8020, 3936, 5987, 5992, 28530, 124791, 1913, 1915, 1916, 6011, 3966, 6012, 3968, 18305, 55163, 8067, 12171, 12175, 12184, 4001, 16300, 10157, 75692, 1969, 10166, 6075, 6076, 6077, 6078, 6079, 8126, 8127, 8130, 20427, 4060, 42976, 8163, 8166, 20456, 79848, 55280, 96248, 96252, 96254};1979-12-31 00:00:00
38;124;We are the world’s most important video game development studio, with 2400 dedicated employees. Ezio Auditore, Aiden Pearce, Jason Brody, they were all born and raised in Montreal. The Mile-End neighbourhood where our studio is located, is a huge source of inspiration for the worlds we create. This website is yet another way to show you who we are, why we love our jobs, and what drives us to provide heart-pounding experiences to our players year after year. So whether you’re here to find out more about the people behind your favorite adventures or you’re looking to join our world-class team, you’ve come to the right place!;{43015, 6159, 529, 8216, 537, 8217, 8218, 3614, 5151, 5152, 5153, 43559, 113195, 562, 20573, 4191, 1121, 5739, 5740, 99950, 113, 4211, 95348, 95349, 95350, 95351, 127, 128, 41616, 2705, 6801, 41617, 4756, 7829, 44706, 24739, 2726, 26282, 6830, 27827, 23225, 3775, 7360, 21695, 125126, 5831, 37064, 27857, 95960, 27866, 64737, 22754, 26854, 3817, 1266, 4854, 26362, 11010, 54033, 53011, 53012, 7448, 53017, 53019, 798, 22815, 53036, 7469, 1849, 1853, 1855, 836, 837, 51531, 23383, 9562, 361, 118124, 17783, 28540, 13182, 55167, 20864, 2437, 2438, 28552, 908, 909, 910, 911, 5006, 7058, 7570, 103318, 11162, 2468, 10661, 42921, 5034, 14765, 83886, 83887, 83888, 83889, 1970, 22964, 7101, 7102, 22974, 42943, 46531, 99781, 42955, 2001, 103379, 4055, 113111, 42969, 90082, 90083, 5606, 19441, 109553, 44543};Ubisoft Montreal;104;{20864, 21695, 44706, 2726, 22815};1997-03-31 00:00:00
39;250;;{19554, 37078};Ubisoft Annecy;104;;1996-12-31 00:00:00
41;840;;{120176, 115, 124700, 124701};Riot Games;3595;{120176, 115, 124700, 124701};2006-08-31 00:00:00
42;;;;Tencent Holdings Ltd;;{1912, 115};
44;392;Team ICO is a Japanese video game development team led by game designer Fumito Ueda. It is part of SCE Japan Studios Product Development Department #1, and has developed the games Ico and Shadow of the Colossus, both for the PlayStation 2, and are currently developing the game The Last Guardian for the Playstation 4, slated to release in 2016. Their games are characterized by a very small but endearing and memorable cast, minimalist storytelling, atmospheric use of bloom and HDR lighting, careful attention to the soundtrack and the utilisation of sound in general, fictional spoken languages, a distinct art style, and strong animation. Their games are frequently cited as examples of art in video games.;{7170, 117, 2207};Team Ico;400;;1997-12-31 00:00:00
45;392;;{18824, 28530, 7287, 1594, 88893, 4126};Sony Computer Entertainment, Inc. (SCEI);10282;{4117, 8213, 4119, 4126, 4127, 4134, 4143, 4144, 8239, 8240, 8241, 8242, 8269, 8270, 8271, 8272, 8273, 8274, 2134, 8298, 8299, 8300, 8301, 8302, 8303, 8304, 121, 8313, 8314, 6268, 8315, 8316, 8317, 26753, 26754, 8336, 10392, 2207, 8352, 2215, 14522, 16587, 4309, 4329, 12529, 20736, 14607, 20764, 18724, 14647, 4415, 18791, 65905, 6514, 26995, 18824, 411, 428, 431, 22976, 8663, 493, 499, 10742, 2553, 2554, 2555, 2556, 511, 512, 515, 523, 23055, 2589, 549, 550, 551, 552, 10791, 565, 566, 21050, 4695, 4696, 4698, 616, 21104, 4747, 10914, 676, 15020, 8877, 2749, 4841, 8966, 19253, 11065, 88893, 836, 2957, 11155, 11156, 9111, 2969, 9120, 9123, 23459, 9137, 2994, 46001, 2996, 3001, 11201, 11210, 998, 19430, 3048, 19431, 1009, 11254, 7170, 74799, 21558, 11326, 15427, 3140, 21577, 9295, 72793, 7271, 7280, 7287, 9343, 9345, 9346, 9347, 7300, 3205, 3206, 7301, 3208, 7302, 7303, 7305, 7308, 7307, 1169, 7315, 7316, 1175, 1176, 7328, 1185, 1186, 1187, 7330, 7331, 7334, 1192, 1195, 5291, 1214, 1215, 7365, 7369, 7370, 7371, 7372, 7373, 7374, 7375, 66765, 7379, 7380, 7381, 7382, 7383, 1242, 1243, 1244, 1245, 7387, 7389, 7390, 7391, 3306, 7405, 13560, 21754, 1278, 72958, 7432, 1289, 1291, 23827, 11542, 1307, 1308, 7457, 7458, 7459, 7460, 5413, 5414, 5415, 5416, 5417, 7461, 7467, 7479, 7482, 7483, 1342, 1352, 1353, 1354, 1360, 15697, 3414, 13676, 21871, 64882, 64886, 21881, 54650, 64891, 64893, 1413, 1418, 9642, 1459, 1461, 11701, 7609, 7612, 44481, 62915, 44488, 24009, 9676, 114138, 1502, 1528, 1529, 1530, 1531, 1532, 1533, 1541, 1542, 1543, 1544, 1545, 11789, 26135, 1577, 7725, 7727, 7729, 1594, 1597, 1598, 1599, 1600, 1601, 1602, 1603, 1604, 26195, 1661, 7812, 7813, 69255, 1677, 1678, 1679, 1680, 1681, 1682, 1683, 20114, 20113, 7850, 1717, 36558, 1744, 1745, 22238, 36584, 26345, 1770, 26346, 1773, 1791, 16128, 1792, 1793, 1794, 1795, 1796, 1797, 1798, 1799, 1800, 22298, 36665, 20282, 18238, 14144, 1865, 1866, 1867, 1868, 1869, 1871, 10088, 12136, 3951, 20336, 28530, 6008, 1937, 1940, 1941, 6036, 6060, 6061, 65455, 22453, 6080, 6081, 6082, 18373, 8186};1993-11-16 00:00:00
47;840;Obsidian Entertainment is an American role-playing video game developer founded in 2003 after the disestablishment of Interplay Productions Black Isle Studios. Although it has created original intellectual property, Obsidian has mostly developed sequels to existing games, and many of their games are based on licensed properties.;{36611, 14725, 10254, 16, 55081, 1840, 74551, 1593, 25532, 10304, 10305, 10306, 10307, 26951, 3144, 51794, 214, 113114, 18398, 75358, 5988, 18919, 2539, 15853, 1262, 118, 74743, 74744, 38780};Obsidian Entertainment;17966;{1593, 7818};2003-12-31 00:00:00
48;840;NetherRealm Studios company was founded in 2010 replacing WB Games Chicago and Midway Games, which purchased assets in 2009 that were formerly owned by Midway Games Chicago after Midway filed for bankruptcy.    They are based in Chicago, Illinois.;{8736, 2977, 75426, 76547, 3172, 18150, 28492, 19470, 27887, 27889, 112916, 119, 119130, 119131, 7292, 1918};NetherRealm Studios;50;;2010-12-31 00:00:00
50;840;WB Games, also known as Warner Bros. Interactive Entertainment, is a division of Warner Bros. Most notably known for their Batman, Injustice, Middle-earth, Mortal Kombat, and LEGO games.;{6306, 3786, 3979, 8076, 1617};WB Games;;{514, 2050, 7685, 520, 7689, 18442, 19470, 3092, 5141, 47126, 5143, 47127, 1052, 8736, 6183, 5176, 19006, 576, 7240, 21066, 20044, 3149, 3150, 7246, 15445, 2648, 2650, 603, 7259, 21595, 21596, 99933, 4194, 2659, 3172, 4195, 4707, 8806, 8807, 8808, 5738, 19563, 6764, 5742, 53358, 53359, 119, 7292, 7293, 2177, 17030, 2695, 28815, 2204, 5278, 10910, 75426, 25773, 2738, 3763, 6836, 3253, 6838, 6839, 14521, 23737, 122557, 9918, 27854, 7892, 27862, 18150, 4844, 4845, 5872, 2817, 99073, 76547, 1284, 774, 74507, 74508, 4881, 8468, 27421, 6942, 6943, 4896, 68381, 4901, 103210, 19245, 2862, 19766, 19767, 23354, 11069, 8003, 11077, 46919, 8008, 8009, 6486, 8027, 20834, 3941, 4968, 4969, 4978, 46450, 46451, 1918, 2943, 17292, 1942, 2977, 8103, 6571, 28075, 102321, 3005, 1983, 8134, 3025, 2003, 3042, 36326, 52198, 19432, 1005, 1012, 501, 2552, 5629};1993-12-31 00:00:00
51;840;By focusing on creating well-designed, highly enjoyable entertainment experiences, Blizzard Entertainment has maintained an unparalleled reputation for quality since its inception.;{44544, 129, 130, 25601, 132, 133, 38659, 7313, 77210, 121499, 111650, 76152, 27429, 105125, 111652, 111655, 52016, 1332, 11704, 118848, 452, 453, 455, 456, 457, 458, 11593, 21971, 25683, 3157, 21973, 21974, 21975, 21976, 19162, 11355, 21977, 47452, 227, 228, 229, 230, 1253, 8173, 3182, 239, 125165, 75379, 75380, 96374, 125175, 120, 123, 1279};Blizzard Entertainment;179;{44544, 129, 130, 131, 132, 133, 25601, 7313, 121499, 125175, 111650, 111651, 76152, 27429, 105125, 111652, 111655, 52016, 1332, 118848, 456, 457, 458, 11593, 21971, 25683, 3157, 21973, 21974, 21975, 21976, 19162, 11355, 21977, 47452, 227, 228, 230, 8173, 3182, 239, 125165, 75379, 75380, 246, 96374, 120, 125174, 123, 125, 126, 1279};1994-03-31 00:00:00
